review_text,rating,thumbs_up_count,app_version,source
this app is literally fake app i was deposited 500 rupees and now i want to withdraw but my withdrawal money showing zero,1,2,18.14.1,google_play
other brokers allow ofs applications until 3:25–3:30 pm but groww's cutoff is only 2:00 pm. this is too early and can make investors miss the ofs opportunity while the actual market window is still open. groww should extend the ofs cutoff to match the official bidding time.,1,1,18.13.2,google_play
"dear groww kindly add vwap on chart, as other brokers provide vwap directly over chart. it will help to improve our trading experience.",3,0,18.14.1,google_play
"excellent tool. to add, for a first time investor in the stock market this tool is very simple to understand, gives a lot of metrics to make decisions as well as post purchase real time tracking is definitely well designed. hope to see an expansion to purchasing more into the international market, and not having to sign up for other tools outside groww. this should be a one stop shop for all markets.",5,2,18.14.1,google_play
event is not modified with ofs. link for ofs is not available in groww app.,4,0,18.14.1,google_play
the portfolio analysis system needs to be improved. it needs to calculate values more accurately.,3,21,18.14.1,google_play
i'm not interested with new update i think this is unnecessary chart on f&o section,3,1,18.14.1,google_play
my trading screen is not showing live graph of stocks. very difficult to trade,1,1,18.14.1,google_play
brokerage is high so lot of my friends are using zerodha app,5,0,18.13.2,google_play
this too much very very happy this app using in my life it level,5,1,18.14.1,google_play
"for more than five days, it shows that my account is still under process and i'm unable to buy anything",1,0,,google_play
"my groww account is f&o enabled and i have previously used the old scalper mode. i'm on app version 18.14.1 (android 16), but the scalper mode is no longer visible in the f&o explore tab. please confirm whether it has been disabled for my account or removed permanently?",4,1,18.13.2,google_play
"when selling stocks, a network issue appears even after entering the otp, and the shares do not get sold.",1,2,18.14.1,google_play
too good to <URL> team also very good,5,0,18.13.2,google_play
best app with the third class website in the market. worst website in the segment for trading and analysis.,2,0,,google_play
it's the best platform i have used to invest in stock. better user friendly dashboard and easy interface to understand the things.,5,1,18.13.2,google_play
"no oi details are showing under nifty50 but it's present under sensex. users need pe ratio details, please fix this asap.",2,10,18.14.1,google_play
"groww is scamming company, they are looting your money, brokerage, charges high, hiddenly stealing balance be careful",2,0,16.44,google_play
"there is a problem with the app, upi is not working. when i click on upi, it says ""upi is not available on your device to continue securely, disconnect the usb connection to proceed."" even though there is no usb connected. restart, reinstall, clear data & checked developer options",1,2,18.14.1,google_play
"i have been using the groww app for four years, and it is very user-friendly; however, i have been facing some issues recently. the app isn't displaying the full charts—for instance, the monthly chart for nifty only shows data up to 2022, and the 15-minute or 5-minute timeframe charts only show data up to january 2026 . additionally i am unable to use any indicator on the nifty chart and the volume data isn't showing up <URL>ease fix this, groww.",3,0,,google_play
if grow take rs-10/exit order then this full cmpleted app for stock app must be faster runing time,5,1,18.14.1,google_play
"i reported several issues on this app and all i heard back from the customer support was to update/re-install the app. it did not solve anything and i also had to redo all the indicators and settings which i had already set up. also, all other broker apps are incorporating better features for more convenient trading and charge only rs.10/order. but this app is getting worse and still charges rs.20/order. so i'm actively planning on switching to a different broker app.",1,5,18.14.1,google_play
"""exceptional app! the user interface is clean, intuitive, and seamless to navigate. everything runs smoothly without any glitches. highly recommended for anyone looking for a reliable and efficient experience.""",5,1,18.14.1,google_play
trusted app for real ones if i say about it then it is..,5,0,18.14.1,google_play
disappointed with the ux. icici direct has a much better ux.,1,1,18.14.1,google_play
lots of glitches. money disappears often leading to massive stress and headache. happened to both my account and my mother's account. my mother's money came back but mine is yet to tally.,1,0,,google_play
suggestion: allow user to make separate folios for investing in same funds for different financial goals.,4,0,18.14.1,google_play
i like this app and very useful for our career,5,0,,google_play
"nice for investing in mutual fund ,stock market etc.",5,1,18.14.1,google_play
"the app interface is simple and easy. thanks groww team. please introduce a feature that in grow watchlist when i open chart of individual stock, a feature must be provided to change directly stock chart within the watchlist for all stocks added in watchlist like kite app . please introduce this feature it must be very helpful to all groww users definitely. thank you.",5,1,18.14.1,google_play
"whenever i invest, the market hits my stop-loss and then falls.",2,3,18.14.1,google_play
"customer care services sucks, zero value of our time .",1,0,18.14.0,google_play
"groww is a very good app. it's simple to use, easy to understand, and great for beginners to start investing.",5,2,18.14.0,google_play
"groww has increased the dp charges a lot, and the dp charges are also very high.""",3,0,18.14.1,google_play
pathetic customer support. they are not trained enough to support you. they are asking to contact other broker..,1,0,,google_play
it is very easy to maintain and switch or buy by groww . you can grow with groww,5,1,18.14.1,google_play
good app for anybody intermediate and advance men,5,1,18.14.1,google_play
"clean beginner friendly, even my parents use this.",5,1,18.14.1,google_play
"after <URL> <LOCATION> vix index, scalping mode hide.... is this update?",1,2,18.14.1,google_play
app is crashing a lot while going forth and back checking mutual funds stocks.,1,0,,google_play
the withdrawal process is very slow and also very worst customer service. the period of withdrawal took nearly 7-8 days. this is very disappointing.,1,3,18.14.1,google_play
i am loving it... groww's ui is one of the best.,5,2,18.13.2,google_play
good platform for investment of mutual funds and shares.,5,1,18.14.1,google_play
actually when compared to other apps grow is user friendly and literally superb i love this <URL>ank u grow,5,1,18.13.2,google_play
"latest update of adding family accounts is very good, please add also an option to track or view family dashboard which shows combined value of all the portfolios. it'll be the best feature",5,4,18.14.1,google_play
money makes money that's how u make money this app is way of making money,5,0,18.13.2,google_play
"absolutely useless app earlier mobile interface, features was best, now day by day becoming wrost, only charges higher. nothing else useless trading app not recommended for trading purpose.",1,2,18.14.1,google_play
"my experience with the customer support (call centre) was highly disappointing. i was advised to wait for two banking working days for the funds to be reflected in my groww account. as instructed, i uploaded proof showing that the amount had been debited from my bank account. despite this, the customer support team informed me that they were unable to trace the transaction or locate the funds in groww's account. this situation was extremely frustrating and, at one point, i seriously considered t",1,4,18.14.1,google_play
"stop forcing autopay idiots, after this update i can't invest my money without autopay, remove this.. function",1,3,18.14.1,google_play
"now after these many years, and some disappointment in the early stages, i can say that groww has improved a lot and has been really really great at judging what users need. good work. now if possible roll out some program where people can choose a different brokerage plan rather than this flat brokerage system so that higher volume and frequency traders get some advantage.",5,7,18.14.1,google_play
today's i feel better when i recieved 4+ profit,5,1,18.14.1,google_play
a good app has a good interface for <URL>ter feeling using upi and money <URL>ank you for your valuable system maintenance yogeshwara m p,4,0,18.13.2,google_play
i don't know whether it's like what i tell,3,0,18.13.2,google_play
currently i am experiencing too much off lags and loading scene while close and open time not sometimes it's regularly seeing same while trading it's need to be fast and easy,3,1,18.14.0,google_play
i guess it's one of the best app for treading. very easy to handle as a first time user in stock market. everything is very easy to understand and segmented on different portions. one problem is i can't increase sip money instantly. it has to be wait for 6 months to 1 year. that's a problematic part i guess.,4,4,18.13.2,google_play
it's a perfect app for biggeners. absolutely fine. the app provide you everything. the payment is very easy and secure,5,0,18.13.2,google_play
"user friendly , good trading application for beginners, keep going",4,0,18.13.2,google_play
earlier it had icon to load multiple charts on single screen which is missing now layout to split screen for various indices chart it had become pathetic after updates my older phones has layout icon but the recent does not no customer support,1,1,18.13.2,google_play
chart experience is very bad in mobile app,1,0,18.14.0,google_play
"hi, the app is good enough but thae charges are very high.",1,1,18.14.0,google_play
customer service is very poor they don't pick up the phone or cancel the sip has also taken penalty or you should extend the app time is also not getting updated,1,2,18.13.2,google_play
very good service & easy to use all functions,5,0,18.14.0,google_play
hey can you modify this application for tablet because this application not working in landscape mode only graf showing in landscape,5,1,18.13.2,google_play
"remember that groww is the worst app for trading since it has a lot of delays on its order placing and chart updation activities , i would highly recommend dhan for trading activities groww won't let you groww..",1,1,18.13.2,google_play
"brother, this is a very bad app. it calls and later deducts a lot of tax. how does it make it go away? first time it will show the property once or twice and after that fir will be lodged and gradually it will go into minus.",1,1,18.14.0,google_play
till now no problem in trading or anything. smoothly working sometimes it lags but no major issues. easy execution and easy withdrawal and deposit system,4,0,18.13.2,google_play
add swp option. and give option of transfer mutual funds to our children.,3,0,18.13.2,google_play
"very bad groww app, angel app is good",1,0,18.13.2,google_play
an app which takes care of everything there is related to investing,5,0,18.14.0,google_play
good app but mutual fund given aum wise option .,5,0,18.13.2,google_play
"for every 2 or 3 months always asking plz plz update to latest <URL>ke this how many times will repeat,it's getting irritating and there is no storage also so plz think about this.ur app service is so good,but the above what i mentioned is not good",1,3,18.13.2,google_play
"either you guys are doing it by choice, or maybe the decision-makers aren't aware and some mid-level guy is selling your data. so, today i downloaded the app to check the status of my investment, but guess what? i have received a message on my whatsapp from momentum trader. i won't explain the message, but you get the idea. now, it's either you don't want my business and want me to use momentum, or there is a leak.",1,1,17.99.1,google_play
grow is showing double dividend on same date for all stocks in particular share event.,1,0,18.14.0,google_play
very good app best for mutual fund investment,5,1,18.14.0,google_play
its very good trading app for beginners to understand about stock market,4,1,18.14.0,google_play
there should be option to group sips just like we have for stocks ! groww pleaseee consider this !!,5,1,,google_play
great app with great features n well experience,5,0,18.13.2,google_play
good apps for the working. i use since 2 years,5,1,18.14.0,google_play
"very easy investment app specially for beginners, i'm using all categories like bonds, mutual fund, ipos and stock",5,2,18.13.2,google_play
i am new user groww app i can't review bad ar good,5,0,18.13.2,google_play
worst customer service. at the beginning of groww 2 3 years back it was nice. now it is the worst. i am thinking to switch to other apps.,1,14,18.14.0,google_play
many options and news all available on the same platform,5,1,18.13.2,google_play
trustable app more investment one place great app,5,0,18.13.2,google_play
best user experience if all apps are compared.,4,1,18.14.0,google_play
<PERSON> good app grovw is very easy touse.,5,0,18.13.2,google_play
best software for long term investment of all mutual fund and stock i am using more than 6 years,5,0,17.88,google_play
"the strength of this platform lies in its versatility and precision. it's rare to find a service that handles equities, futures, options, and commodities all at on...",5,0,,google_play
best application for investors easy ui and it improving after every update,5,1,18.14.0,google_play
worst experience...... couldn't start trading as my kyc was not verified by the groww team even after 5weeks from opening the account and despite of all the necessary documents...... helpline is also <URL> the end they sent an account freezed <URL> senior officel contact me,3,1,18.7.1,google_play
plz improved app in charts on entry and exist,3,1,18.13.2,google_play
"""very good app for mutual fund investments. easy to use, simple interface, and smooth transactions. highly recommended!""",5,2,17.96.7,google_play
third class customer support and services they will not connect with customer supporting team i will try more than 5 times my amount can't transfer to my bank account or my grow account that will show process til 2 days before,1,1,18.14.0,google_play
found the most user friendly and fast mode in every aspect.,5,1,18.13.2,google_play
"1h 4h time frame chart data is not loading completely, checked in all stocks and diff devices with the same issues.",3,4,18.13.2,google_play
"when u click upi, getting message ""upi is not available on your device"" was working fine before app update, kindly fix. also i have not connected any usb cable to my mobile still this error is coming.",2,0,,google_play
"their customer support bhogash,they are very poor, if you put sl on them, even if it doesn't go to the market, their sl will be a hit.i'm talking to the owner of grow. i'll give you a good job with good income. why are you wasting money?",1,2,18.13.2,google_play
"this app has the worst customer service. infact zero service and support. the call never connects. they keep you on hold for more than 10 mins and never connect. what kind of service is this? in today's era when customers are used to exceptional service, this kind of pathetic service will pull down any company. high time to switch to some other app",1,4,18.13.2,google_play
"dear groww team, i would like to share my feedback regarding your intraday brokerage charges. the brokerage on intraday trades is quite high, and in many cases it turns profitable trades into losses. this makes active trading difficult, especially for small traders. i request you to consider reducing the intraday brokerage charges or introducing a more affordable pricing plan. a lower brokerage structure would greatly benefit your users and encourage higher trading activity on your platform.",1,2,18.14.0,google_play
"been using groww for over a year now and it's easily the simplest investing app i've tried. signing up took minutes, the interface is clean, and tracking my sips and stocks in one place is effortless. no confusing jargon. highly recommend for beginners.",5,4,18.14.0,google_play
amt credit 3 to 4 days staying in grow app,2,0,18.13.2,google_play
opening an account in groww is quite easy...excited to move forward,5,0,18.13.2,google_play
"""very easy to use. clean interface, smooth experience, and investing feels simple even for beginners.""",5,2,18.14.0,google_play
"it's a great platform for mutual funds and daily trading with lower brokerage fees than most competitors. the app interface is intuitive, making it easy to get comfortable with quickly, and regular updates keep it running smoothly. it really ensures you get the best experience possible.",5,3,18.13.2,google_play
"love the user exp and support is good as well. i have 2 feature requests for the devs - a. please add 5y toggle in mutual fund watchlist, b. please allow persistent reorder or sorting option. thank you very much.",3,1,18.14.0,google_play
"you can use and navigate the app even if you have lil knowledge about sips and stock market. the interface is so beginner friendly, it's so easy to sell, buy and manage your holdings.",5,0,18.0.0,google_play
"i am unable to open my profile section after updating the app, worst version of the application",1,1,18.13.2,google_play
grow is a best application for a trader,5,0,18.13.2,google_play
"custom support is not at all good, if you have an issue they won't be able to help you and they have a weird ai chatbot that will give you wrong answers to your question and if you ask a customer support person he will say sir that is just an ai",1,3,18.13.2,google_play
"hated, i need profit revenue net worth increasing bars of each stock as seen in previous version.",1,2,18.11.1,google_play
"why u guys change scalping template, i have only single device to trade in option, currently difficult to trade in option with single device no hope left to recover my loss",4,0,,google_play
worst app tbh it freezes every single time whenever i open it and even after reinstalling,1,2,18.13.2,google_play
"worst broker, always gives wrong trade on short/long. just want to trap the customer",1,1,18.14.0,google_play
"very easy to use i most like new features for tax file that is excellent for investor's, trader's, no hassle for tax payments.",5,0,,google_play
"useless app, very difficult too analyze stocks. also my demat account could not be added too income tax portal. your helpline always remains busy, it seems yo have no champions, always sleeping, no remedy. i feel trapped in your app, no solutions yet. two factor authentication is not in your app, different app...",1,1,18.0.0,google_play
very bad experience in withdrawal money and its not credited on time.,1,1,18.14.0,google_play
if you really want to grow then download grow app.. it's very helpful and very good to grow.,5,1,18.14.0,google_play
nice app fast moment groww app best he.,5,0,18.14.0,google_play
"very disappointed with groww's customer support. i had only 30 ipo shares, but the support team incorrectly claimed that i had sold 60 shares. this is completely wrong and shows that they did not even verify my account details before responding. because of this incorrect information, they rejected my complaint instead of properly investigating the issue. i expected accurate records and fair support, but the response was careless and unprofessional. i have lost trust in groww's customer servic",1,3,18.13.2,google_play
this app really good but the main problem is brokrage if you think that you profit can solve the problem so you are very wrong please keep yur mind calm and think you manage app thats really charge high brokrage,5,0,18.13.2,google_play
"the worrest app for trading. except the groww management, nobody can grow. complete fraud in each and every aspect. if any one wants to lose money instantly, you are most welcome to use this app. rest, please avoid this app",1,1,18.13.2,google_play
trading is good but the brokerage and extra charges are so many.,4,5,18.10.1,google_play
there kyc process is bad let me share my recent experience i requested them to add last name in my groww account i have provided all the supporting documents to them which i provided in all my banks and other investment companies and they have accepted it and added my last name in their records but in groww case they ask me extra documents publish ad in newspapers or <LOCATION> i provided them news paper ad now they are required merriage certificate and gazette also see their hypocrisy,2,1,18.13.2,google_play
this trading app is excellent but must require a dual chart for smooth trading experience.,4,0,18.13.2,google_play
worst experience while redeeming my mutual units taking longer and longer than expected or promised time they won't share the reason for the delay that is the reason i discontinued investing in mutual funds on groww app,2,1,,google_play
do something about calendar spread. you are market leader so we expect from u...upstox and many other already provide these facilities,3,1,18.13.2,google_play
"please add oi profile,smart money concept,and ut bot alerts in the indicator section...even newer apps have these indicators .and i unable to change index in scalper mood.why groww please grow up....",3,0,18.13.2,google_play
best app for stock market best broker no doubt. simple ui. improving day by day...,5,9,18.14.0,google_play
"change back the colours cuh. the red and green gave a better idea about profit and losses, change it back rn, it's too confusing, when everything is white",1,1,18.14.0,google_play
very easy too navigate and place trading orders,5,0,18.14.0,google_play
"this app is incredibly user-friendly and packed with useful features — everything works smoothly without any glitches. highly recommended, a must-try for anyone looking for a reliable app!",5,1,18.13.2,google_play
"overall a good experience, suggestion - grow is not approved app for union bank of switzerland ubs, like other zerodha,sharekhan and angel broking are approved please initiate procedure for it's globally recognised and approved.",5,0,18.13.2,google_play
"i am not been able to see my open position ,i belive there is some glich in this as this is second time i am facing the same issue. i can see the order executed in order book but in position window there is no showing.",1,3,18.13.2,google_play
"hello groww! can you please add healthcare, textiles, oil & gas, cement, agriculture and chemical sector in the all indices please, and that's kind of irritating that i've to open another application to see the sectors",5,0,18.13.2,google_play
"please give dividend stock exdate earlier, so traders can adjust and buy stock in timelimit.",4,3,18.13.2,google_play
very easy and simple process to used groww app,5,2,18.13.2,google_play
please give horizontal ray option in trade on charts,5,0,,google_play
"fix the bugs, the nifty prices are shown different in different time frames and lots of lagging like 15-20 second i have to wait every time for loading the charts for last month after the recent update... so team groww please fix these problems. thank you",1,4,18.13.2,google_play
"i've had a great experience using the groww app. it has a clean and user-friendly interface, making it easy to invest in stocks and mutual funds, even for beginners. the account opening process is simple, transactions are smooth, and tracking my investments is convenient. overall, groww is a reliable and easy-to-use investment platform that i would recommend to anyone starting their investment journey.",5,1,,google_play
old version was better than this new version.,5,0,18.14.0,google_play
"overall, a good app for investments. for mutual funds, please provide stp/swp options in the app rather than going to the website.",5,2,18.13.2,google_play
i love this app so easy to trade,5,0,18.13.2,google_play
"my holdings are showing only dot dot dot.... not updated values, please check",1,1,18.14.0,google_play
"worst <URL>sue in loading, particularly when selling stocks.",1,0,,google_play
this is a very very helpful app .,5,0,18.14.0,google_play
sometimes it takes so much time to open our portfolio. it's a bit concerning.,2,1,18.13.2,google_play
easy for everyone to search in for the future.,5,0,18.14.0,google_play
i have been using it since 2019. user friendly application. never faced any major issues.,5,1,18.14.0,google_play
excellent and very easy for use and investment,5,0,18.10.1,google_play
the app and the ui is absolutely good and the friendly help me to short and easy to handle but some concerns here sometime ui feel little bit lagy and slow to update price and chart overall i rate this 9.3 / 10,5,3,18.13.2,google_play
"it would be better, if we create a watchlist for ourselves and add a few stocks in that, if there any option to comment out a note and if we can rate the stock inside our watchlist.. it would be <URL> at the time of market correction, we can directly go to buy stocks from our watchlist which we have rated top..",3,0,16.13,google_play
"seriously groww prime for mfs? you guys started selling regular mfs in the name of prime. i mean it's a shame. first introduce features like daily, weekly, fortnightly sips and get rid of these regular options. make the money flowing process easy. it's currently the worst. i get my money instantly in zerodha, angel one and icici direct... groww just sucks. focus on one thing at a time.",1,1,18.14.0,google_play
nice easy to understand everything stock details in depth,5,0,18.13.2,google_play
worst experience costumer service is worst better to shift on sbi security app,1,1,18.13.2,google_play
faster and easy way to do the payments and trading,5,0,18.11.1,google_play
useful app... easy to use. compatible for new users.,5,0,18.13.2,google_play
app is very smooth and fine. fast scrolling and impressive option menus. i liked it very much. new-era business times are here now.,5,3,18.13.2,google_play
withdrawal process very worst not a given 24 hours payment,1,0,18.14.0,google_play
"very good platform. easy to use, no glitches and very investor friendly.",5,5,18.14.0,google_play
"the final amount changes after the order is executed. previously, the final amount was displayed upfront, but now the amount is adjusted after execution, causing the wallet balance to show a negative amount. this feels misleading and unethical.",1,1,,google_play
plz update company result shedule in groww chart,3,0,,google_play
very bad experience today my order stuck am trying to cancel the order or exit from it but i can't do because of grow technical issue,1,2,18.14.0,google_play
"i've had a good overall experience with the groww app, but there's one area that needs improvement. some information is not presented in a clear order, especially the shareholding pattern and quarterly financial data. the current layout can be confusing and makes it difficult to quickly understand the latest updates and compare past quarters. a better-organized and more intuitive presentation of financial information would make the app much more useful for investors.",4,4,18.14.0,google_play
very simple to operate and fully transparent activities and faster,5,0,18.13.2,google_play
"brother, i don't think any platform is better than this one. i hardly want to use any other platform. so i want everyone to try it once. it is very simple and reliable.",5,1,18.10.1,google_play
worst app. after the followup portfolio updates the issue is not resolved.,2,1,18.13.2,google_play
"groww app is simple and best for investment.... like: sip, stock etc...",5,1,18.14.0,google_play
"pls pls pls make it possible to change the timeline in sector trending today page. only 1 day change can be seen, make it 3/6 months and one year also, so that one can make decisions more accurately and timely. consider this as urgent n necessary",4,5,18.13.2,google_play
"the features and server of the app are very good, but grow up charges a lot.",4,1,18.13.2,google_play
"very disappointing experience. some brokers asked for my groww login password, saying they would manage my account and show profits. i trusted them and shared my credentials, after which i suffered losses of around ₹7 lakh. i request groww to investigate the account activity, check whether these people were authorised, and provide a proper explanation. i have evidence and details regarding this issue. please take this complaint seriously and contact me.",1,0,,google_play
"updated the app but new features like networth, switch between any two fund houses not showing...",1,1,18.14.0,google_play
"really good app, easy to use and providing so many info related to the stocks",5,1,18.13.2,google_play
very convenient app even for new users it's very easy to check whatever we wanna check,5,0,18.13.2,google_play
the bullet loan example shows borrowing at a daily interest rate. total repayment includes applicable fees and interest charges.,2,0,18.13.2,google_play
groww app is third class app stopsloss note working and customer care is note rispoded <PERSON> app . groww is scam app stopsloss note <URL>s big loss <URL>d customer care groww note ammount ritarn,1,1,18.14.0,google_play
i'm using this app for along 6 months and this is worst application for traders with nonsense prediction better you choose other one then this,1,1,18.12.1,google_play
"great app with a clean and user-friendly interface. it makes investing simple and easy to understand, even for beginners. the account setup is smooth, transactions are fast, and the educational resources are very helpful. overall, it's a reliable platform for managing investments. highly recommended!",5,5,18.13.2,google_play
please upgrade option chain data... along with ... * max pain *resistance *support,4,1,18.1.1,google_play
the dashboard is not attractive like other apps. we can't see the mutual funds allocation and can't add the family portfolio.,3,0,,google_play
"they make it unnecessarily hard to transfer and close your demat account. the way they process queries tests your patience. the customer care ends conversation abruptly when it is related to closure. they make it unnecessarily expensive to transfer your holdings, hoping you will give up. edit: don't be fooled by their response here. their respond so slowly, that i get faster response from official complaints with cdsl or sebi",1,6,18.13.2,google_play
"badass , too much hang , pause while trading, i'm using this, app since 4 years, never give bad reviews, thought it will work better in future, but no it's get lagging more , no help , no support.",2,2,18.14.0,google_play
"this app is really good for traders and innovation for our future it's mutual fund,f&o, nifty 50 is good",5,1,18.14.0,google_play
"app is very good , if possible please mention portfolios number of in front schemes",5,0,18.13.2,google_play
i can do whatever i want to do in this app.,5,0,18.10.1,google_play
"very disappointing mtf experience. groww promotes mtf aggressively but doesn't clearly explain that selling an mtf position may deduct shares from your regular holdings first if you own the same stock. this confusing and non-transparent behavior caused me to incur a loss of around ₹18,000. users deserve clear warnings and transparency before placing orders.",1,1,18.13.2,google_play
worst service ever... i placed a redemption order a week ago .. but did not receive any amount,1,0,,google_play
good and easy for beginners in stock market,5,0,18.13.2,google_play
"very disappointing experience. i have been trying to transfer stocks from my groww account for a long time, but the process is unnecessarily complicated and confusing. even after completing cdsl easiest registration and all required steps, the transfer still doesn't work smoothly. in contrast, angel one offers a simple in-app stock transfer process. groww should improve this feature and provide a more user-friendly experience.",1,2,18.13.2,google_play
"in tablet it doesn't rotate, hence difficult to use.",1,1,18.14.0,google_play
nice interface and please keep updating and make it more smoothly,5,1,18.13.2,google_play
whenever i want to login message showing sterlite and something went wrong! i can't even invest or see my portfolio.,3,1,18.11.1,google_play
"i've been using the groww app for the last two years, and it's been an amazing experience. the app is fast, user-friendly, and packed with great features. i especially love the new split-screen feature for scalping in the latest update—it makes trading much more convenient. one suggestion: please add a stop-loss feature for scalping. that would make the trading experience even better, and in my opinion, no other trading app would be able to compete with groww.",5,2,18.13.2,google_play
new to here hope something be good happen here.,2,0,18.13.2,google_play
"taking too much money as brokerage while trading in mtf, have lot off hidden charges...",1,2,18.14.0,google_play
one of the very worst experience of setting up account its nothing but a waste of time and efforts even after complaining to customer care regarding the issue of not being able to set up the account its of no use . i have got zero support from the groww team it just tests your patience. pathetic experience,1,5,18.13.2,google_play
ui preference for me . it's great and very easy for a beginner. i understand it's not that helpful in f&o but i have been using this app for the last 5 years and i am very optimistic that they will enhance their product.,5,4,18.13.2,google_play
i try to withdraw money from groww account to my bank account it's failing since jul 21,1,0,18.13.2,google_play
"very good platform, to update with type of asset support for groww",5,0,18.13.2,google_play
good is very important solily imporve thank you so much,4,0,18.13.2,google_play
lastest update not up to mark ...home screen not visible nifty futures and f&o,1,3,18.13.2,google_play
analysis of your stock and fund option is missing,3,1,18.13.2,google_play
"it is a very bad experience with groww app, i have sell shares on dated 24.07.2026. as per sebi guidelines and my past 10 years experience as i have using the 4-5 brokers like angel one, tradeswift etc all the brokers will provide the amount on the next of selling date. but now i came to know that grow will not allow the amount on the next day of selling and informed me that you will withdraw the amount on 28.07.26 in place of 27.07.26. it is a very bad experience with this repeated broker",1,0,,google_play
best among among all because of simple and smooth interface.,5,1,18.13.2,google_play
excellent platform user friendly user interface and too much easy,5,0,18.13.2,google_play
"if you're an f&o trader, stay away from this app. tracking errors cause real financial losses, and they hit you with hidden charges that increase without notice. stick to a more reliable broker.",1,4,18.13.2,google_play
growing with groww since 2021. thanks team groww for all the updates that're brought to us in recent days.,5,0,18.13.2,google_play
blocking funds for a longer period of time than t+1 days. wth.,1,1,18.11.1,google_play
"excellent broker @ <LOCATION> .. smooth experience in all aspects.stocks, mutual funds smooth and error free,need improve lag issue future and option error free market time but pre and post market some lag issue in rare condition.",5,3,18.10.1,google_play
very good app and we start trade with 100,5,0,18.13.2,google_play
"best app for trading, investing in mutual funds, stocks, etc in <LOCATION>.",5,0,18.13.2,google_play
"during testing, i found a bug in the newly introduced lock f&o trading feature. if i enable this feature, i'm unable to place any f&o trades for the rest of the day through the main app, which is expected. however, i can still place f&o orders through the 915 app's option chain, which should not be possible. this needs to be resolved as soon as possible so that once a trader enables this feature for the day, they should not be able to place f&o trades from any platform or entry point.",5,6,18.13.2,google_play
this groww app is very beautiful and indian stock market no 1 i'm using this app 2022 very helpful app i'm recommendation all people. install your groww app and open your free demat account and i am so happy thank you groww app and all team members.,4,0,18.13.2,google_play
"a genuine app with no fake claims, giving fast payouts with total transparency..",5,1,18.13.2,google_play
"the cleanest ui app, make investments simple. but, we want foreign (us) share market investment on this.",5,2,18.13.2,google_play
it works very well and it is very easy to deposit and withdraw money.,3,0,18.13.2,google_play
"when investing in mutual funds there is an option to app the fund to your cart, but there is no way to access the cart after the find is added to it. they should hire a good ui/ux guy to help design the app better.",2,5,18.13.2,google_play
i can't download fromplay store in my new mobile vivo x200t. please resolve the issue.,1,1,18.13.2,google_play
easy to use nice app go for this,5,0,18.13.2,google_play
very good but need improvement in buy or sell order type and should innovate new model and type,5,0,18.13.2,google_play
i think very good trading app for beginners or students,5,0,18.13.2,google_play
"the groww app requires a home button to eliminate the need for repeated back navigation. it should also incorporate a tabbed layout, like indmoney, for rapid switching between various charts.",3,5,18.13.2,google_play
worst customer service.. always says <URL>d didn't call back <URL>ry very poor service,1,2,18.13.2,google_play
this app is very easy and good for beginners and new traders but they charge very high brokerage fees,3,0,,google_play
don't trad this app..withdrawal is froude..i am trying three days withdrawal but not credited in bank acount. it's desipointed <URL>is broker is <URL>n't trade and high brokerage charges .and withdrawal holded. he said my money is froude amound and go to cyber security..i will sent <URL>is is your app <URL><PERSON>,1,2,18.13.2,google_play
"why does ddpi activation directly create a negative balance when there are insufficient funds? if the account has ₹0 balance, the payment should fail or the user should receive a reminder to add funds. an otp/confirmation before charging for optional services like ddpi would prevent accidental activation and unexpected negative balances.",2,4,18.13.2,google_play
at first vwap present in grow index <URL>is feature got removed why ?,3,0,18.13.2,google_play
"best for mutual fund, ipo, treding over all best app ever",5,0,,google_play
"plz give oi profile indicator for better trading experience . like angel one, <PERSON>.",5,0,18.13.2,google_play
"in my experience grow is a super scammer and worst platform i had ever seen. initially the brockers are as same as match fixers. but grow's interface is worst. a lot of manipulation i found when u put an market order or to square off on market price. it's toooooo much difficult to earn money through using this platform. grow is a ever hated platform for me. infact i decided to close this account for ever. it's a scammer' academy, don't forget.",1,5,18.13.2,google_play
"please add an auto-save or chart layout save option for tradingview charts. currently, trendlines, support, and resistance lines disappear after closing the chart or restarting the app. other platforms like upstox support auto-saving drawings smoothly. please fix this in the next update!",4,5,18.13.2,google_play
"this application lag a lot. you always book loss without any delay but when it comes to profit, application will not work, untill your profit are gone. not good platform for scaplers.",1,6,18.13.2,google_play
"""my suggestion ""- nothing will grow in this app except your debts, first of all trading is like legal gambling, 90% of traders loose 90% of money within 90 days of time, you will only be the responsible for every rupee you loss . i request not to gamble with your hard earned money , better to invest in gold or land. best appreciation comes from god owned things like gold and land . thats it.",1,1,,google_play
"secure your self towards yours families & friends at any times with groww stocks,mutual funds,ipo",5,1,18.13.2,google_play
"i have a request, can you introduce an option where the pledge amount includes the delivery charges, and a fixed daily interest is calculated on this total amount, with a monthly squer- off option?",4,4,18.13.2,google_play
the app has a very user-friendly interface. easy-to-use application.,5,1,18.13.2,google_play
"reduce brokerage, trailing stop loss, get good indicators like smc, bullish, bearish movement indicators.",2,0,18.13.2,google_play
"calendar strategy advance pay off chart is not available,",3,0,,google_play
hey team recently i was able to see my total portfolio which was combination of stock and mf but that feature is gone can you bring that back,2,0,18.13.2,google_play
